iteration,cost
1,0.451777537554692
100,0.348013404904184
200,0.348013404904184
300,0.348013404904184
400,0.348013404904184
500,0.348013404904184
600,0.348013404904184
700,0.348013404904184
800,0.348013404904184
900,0.348013404904184
1000,0.348013404904184
